CVE ID,Package Name,Severity,Version,Fixed in version,Description,Source(image name)
CVE-2024-12133,libtasn1-6,MEDIUM,4.13-3,N/A,"A flaw in libtasn1 causes inefficient handling of specific certificate data. When processing a large number of elements in a certificate\, libtasn1 takes much longer than expected\, which can slow down or even crash the system. This flaw allows an attacker to send a specially crafted certificate\, causing a denial of service attack.",|tykio/tyk-dashboard|
CVE-2025-27144,github.com/go-jose/go-jose/v3,MEDIUM,v3.0.3,3.0.4,"Go JOSE provides an implementation of the Javascript Object Signing and Encryption set of standards in Go\, including support for JSON Web Encryption (JWE)\, JSON Web Signature (JWS)\, and JSON Web Token (JWT) standards. In versions on the 4.x branch prior to version 4.0.5\, when parsing compact JWS or JWE input\, Go JOSE could use excessive memory. The code used strings.Split(token\, ""."") to split JWT tokens\, which is vulnerable to excessive memory consumption when processing maliciously crafted tokens with a large number of `.` characters.  An attacker could exploit this by sending numerous malformed tokens\, leading to memory exhaustion and a Denial of Service. Version 4.0.5 fixes this issue. As a workaround\, applications could pre-validate that payloads passed to Go JOSE do not contain an excessive number of `.` characters.",|tykio/midsommar|
CVE-2022-27781,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"libcurl provides the `CURLOPT_CERTINFO` option to allow applications torequest details to be returned about a server's certificate chain.Due to an erroneous function\, a malicious server could make libcurl built withNSS get stuck in a never-ending busy-loop when trying to retrieve thatinformation.",|tykio/tyk-dashboard|
CVE-2022-27782,curl,HIGH,7.64.0-4+deb10u1,7.64.0-4+deb10u3,"libcurl would reuse a previously created connection even when a TLS or SSHrelated option had been changed that should have prohibited reuse.libcurl keeps previously used connections in a connection pool for subsequenttransfers to reuse if one of them matches the setup. However\, several TLS andSSH settings were left out from the configuration match checks\, making themmatch too easily.",|tykio/tyk-dashboard|
CVE-2019-17498,libssh2-1,HIGH,1.8.0-2.1,1.8.0-2.1+deb10u1,"In libssh2 v1.9.0 and earlier versions\, the SSH_MSG_DISCONNECT logic in packet.c has an integer overflow in a bounds check\, enabling an attacker to specify an arbitrary (out-of-bounds) offset for a subsequent memory read. A crafted SSH server may be able to disclose sensitive information or cause a denial of service condition on the client system when a user connects to the server.",|tykio/tyk-dashboard|
CVE-2017-2818,libpoppler126,LOW,22.12.0-2+b1,N/A,"An exploitable heap overflow vulnerability exists in the image rendering functionality of Poppler 0.53.0. A specifically crafted PDF can cause an overly large number of color components during image rendering\, resulting in heap corruption. An attacker controlled PDF file can be used to trigger this vulnerability.",|tykio/midsommar|
CVE-2025-24358,github.com/gorilla/csrf,MEDIUM,v1.7.2,1.7.3,"gorilla/csrf provides Cross Site Request Forgery (CSRF) prevention middleware for Go web applications & services. Prior to 1.7.2\, gorilla/csrf does not validate the Origin header against an allowlist. Its executes its validation of the Referer header for cross-origin requests only when it believes the request is being served over TLS. It determines this by inspecting the r.URL.Scheme value. However\, this value is never populated for ""server"" requests per the Go spec\, and so this check does not run in practice. This vulnerability allows an attacker who has gained XSS on a subdomain or top level domain to perform authenticated form submissions against gorilla/csrf protected targets that share the same top level domain. This vulnerability is fixed in 1.7.2.",|tykio/midsommar|
CVE-2017-2814,libpoppler126,LOW,22.12.0-2+b1,N/A,"An exploitable heap overflow vulnerability exists in the image rendering functionality of Poppler 0.53.0. A specifically crafted pdf can cause an image resizing after allocation has already occurred\, resulting in heap corruption which can lead to code execution. An attacker controlled PDF file can be used to trigger this vulnerability.",|tykio/midsommar|
CVE-2023-28322,curl,LOW,7.64.0-4+deb10u1,7.64.0-4+deb10u8,"An information disclosure vulnerability exists in curl <v8.1.0 when doing HTTP(S) transfers\, libcurl might erroneously use the read callback (`CURLOPT_READFUNCTION`) to ask for data to send\, even when the `CURLOPT_POSTFIELDS` option has been set\, if the same handle previously wasused to issue a `PUT` request which used that callback. This flaw may surprise the application and cause it to misbehave and either send off the wrong data or use memory after free or similar in the second transfer. The problem exists in the logic for a reused handle when it is (expected to be) changed from a PUT to a POST.",|tykio/tyk-dashboard|
CVE-2023-28321,curl,MEDIUM,7.64.0-4+deb10u1,7.64.0-4+deb10u7,"An improper certificate validation vulnerability exists in curl <v8.1.0 in the way it supports matching of wildcard patterns when listed as ""Subject Alternative Name"" in TLS server certificates. curl can be built to use its own name matching function for TLS rather than one provided by a TLS library. This private wildcard matching function would match IDN (International Domain Name) hosts incorrectly and could as a result accept patterns that otherwise should mismatch. IDN hostnames are converted to puny code before used for certificate checks. Puny coded names always start with `xn--` and should not be allowed to pattern match\, but the wildcard check in curl could still check for `x*`\, which would match even though the IDN name most likely contained nothing even resembling an `x`.",|tykio/tyk-dashboard|
CVE-2023-28320,curl,LOW,7.64.0-4+deb10u1,N/A,"A denial of service vulnerability exists in curl <v8.1.0 in the way libcurl provides several different backends for resolving host names\, selected at build time. If it is built to use the synchronous resolver\, it allows name resolves to time-out slow operations using `alarm()` and `siglongjmp()`. When doing this\, libcurl used a global buffer that was not mutex protected and a multi-threaded application might therefore crash or otherwise misbehave.",|tykio/tyk-dashboard|
CVE-2022-1664,dpkg,CRITICAL,1.19.7,1.19.8,"Dpkg::Source::Archive in dpkg\, the Debian package management system\, before version 1.21.8\, 1.20.10\, 1.19.8\, 1.18.26 is prone to a directory traversal vulnerability. When extracting untrusted source packages in v2 and v3 source package formats that include a debian.tar\, the in-place extraction can lead to directory traversal situations on specially crafted orig.tar and debian.tar tarballs.",|tykio/tyk-dashboard|
CVE-2021-4160,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1d-0+deb10u8,"There is a carry propagation bug in the MIPS32 and MIPS64 squaring procedure. Many EC algorithms are affected\, including some of the TLS 1.3 default curves. Impact was not analyzed in detail\, because the pre-requisites for attack are considered unlikely and include reusing private keys. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be significant. However\, for an attack on TLS to be meaningful\, the server would have to share the DH private key among multiple clients\, which is no longer an option since CVE-2016-0701. This issue affects OpenSSL versions 1.0.2\, 1.1.1 and 3.0.0. It was addressed in the releases of 1.1.1m and 3.0.1 on the 15th of December 2021. For the 1.0.2 release it is addressed in git commit 6fc1aaaf3 that is available to premium support customers only. It will be made available in 1.0.2zc when it is released. The issue only affects OpenSSL on MIPS platforms. Fixed in OpenSSL 3.0.1 (Affected 3.0.0). Fixed in OpenSSL 1.1.1m (Affected 1.1.1-1.1.1l). Fixed in OpenSSL 1.0.2zc-dev (Affected 1.0.2-1.0.2zb).",|tykio/tyk-dashboard|
CVE-2019-9923,tar,LOW,1.30+dfsg-6,N/A,"pax_decode_header in sparse.c in GNU Tar before 1.32 had a NULL pointer dereference when parsing certain archives that have malformed extended headers.",|tykio/tyk-dashboard|
CVE-2017-14159,libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,N/A,"slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account\, which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a ""kill `cat /pathname`"" command\, as demonstrated by openldap-initscript.",|tykio/tyk-dashboard|
CVE-2021-3712,libssl1.1,HIGH,1.1.1d-0+deb10u4,1.1.1d-0+deb10u7,"ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a buffer holding the string data and a field holding the buffer length. This contrasts with normal C strings which are repesented as a buffer for the string data which is terminated with a NUL (0) byte. Although not a strict requirement\, ASN.1 strings that are parsed using OpenSSL's own ""d2i"" functions (and other similar parsing functions) as well as any string whose value has been set with the ASN1_STRING_set() function will additionally NUL terminate the byte array in the ASN1_STRING structure. However\, it is possible for applications to directly construct valid ASN1_STRING structures which do not NUL terminate the byte array by directly setting the ""data"" and ""length"" fields in the ASN1_STRING array. This can also happen by using the ASN1_STRING_set0() function. Numerous OpenSSL functions that print ASN.1 data have been found to assume that the ASN1_STRING byte array will be NUL terminated\, even though this is not guaranteed for strings that have been directly constructed. Where an application requests an ASN.1 structure to be printed\, and where that ASN.1 structure contains ASN1_STRINGs that have been directly constructed by the application without NUL terminating the ""data"" field\, then a read buffer overrun can occur. The same thing can also occur during name constraints processing of certificates (for example if a certificate has been directly constructed by the application instead of loading it via the OpenSSL parsing functions\, and the certificate contains non NUL terminated ASN1_STRING structures). It can also occur in the X509_get1_email()\, X509_REQ_get1_email() and X509_get1_ocsp() functions. If a malicious actor can cause an application to directly construct an ASN1_STRING and then process it through one of the affected OpenSSL functions then this issue could be hit. This might result in a crash (causing a Denial of Service attack). It could also result in the disclosure of private memory contents (such as private keys\, or sensitive plaintext). Fixed in OpenSSL 1.1.1l (Affected 1.1.1-1.1.1k). Fixed in OpenSSL 1.0.2za (Affected 1.0.2-1.0.2y).",|tykio/tyk-dashboard|
CVE-2021-3711,libssl1.1,CRITICAL,1.1.1d-0+deb10u4,1.1.1d-0+deb10u7,"In order to decrypt SM2 encrypted data an application is expected to call the API function EVP_PKEY_decrypt(). Typically an application will call this function twice. The first time\, on entry\, the ""out"" parameter can be NULL and\, on exit\, the ""outlen"" parameter is populated with the buffer size required to hold the decrypted plaintext. The application can then allocate a sufficiently sized buffer and call EVP_PKEY_decrypt() again\, but this time passing a non-NULL value for the ""out"" parameter. A bug in the implementation of the SM2 decryption code means that the calculation of the buffer size required to hold the plaintext returned by the first call to EVP_PKEY_decrypt() can be smaller than the actual size required by the second call. This can lead to a buffer overflow when EVP_PKEY_decrypt() is called by the application a second time with a buffer that is too small. A malicious attacker who is able present SM2 content for decryption to an application could cause attacker chosen data to overflow the buffer by up to a maximum of 62 bytes altering the contents of other data held after the buffer\, possibly changing application behaviour or causing the application to crash. The location of the buffer is application dependent but is typically heap allocated. Fixed in OpenSSL 1.1.1l (Affected 1.1.1-1.1.1k).",|tykio/tyk-dashboard|
CVE-2025-24528,libgssapi-krb5-2,MEDIUM,1.17-3+deb10u1,N/A,"A flaw was found in krb5. With incremental propagation enabled\, an authenticated attacker can cause kadmind to write beyond the end of the mapped region for the iprop log file. This issue can trigger a process crash and lead to a denial of service.",|tykio/tyk-dashboard|
CVE-2021-4209,libgnutls30,MEDIUM,3.6.7-4+deb10u5,3.6.7-4+deb10u9,"A NULL pointer dereference flaw was found in GnuTLS. As Nettle's hash update functions internally call memcpy\, providing zero-length input may cause undefined behavior. This flaw leads to a denial of service after authentication in rare circumstances.",|tykio/tyk-dashboard|
DLA-3161-1,tzdata,UNKNOWN,2020e-0+deb10u1,2021a-0+deb10u8,"No description",|tykio/tyk-dashboard|
CVE-2023-4039,gcc-12-base,LOW,12.2.0-14,N/A,"**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains  that target AArch64 allows an attacker to exploit an existing buffer  overflow in dynamically-sized local variables in your application  without this being detected. This stack-protector failure only applies  to C99-style dynamically-sized local variables or those created using  alloca(). The stack-protector operates as intended for statically-sized  local variables.  The default behavior when the stack-protector  detects an overflow is to terminate your application\, resulting in  controlled loss of availability. An attacker who can exploit a buffer  overflow without triggering the stack-protector might be able to change  program flow control to cause an uncontrolled loss of availability or to  go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2023-3446,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1n-0+deb10u6,"Issue summary: Checking excessively long DH keys or parameters may be very slow.  Impact summary: Applications that use the functions DH_check()\, DH_check_ex() or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long delays. Where the key or parameters that are being checked have been obtained from an untrusted source this may lead to a Denial of Service.  The function DH_check() performs various checks on DH parameters. One of those checks confirms that the modulus ('p' parameter) is not too large. Trying to use a very large modulus is slow and OpenSSL will not normally use a modulus which is over 10\,000 bits in length.  However the DH_check() function checks numerous aspects of the key or parameters that have been supplied. Some of those checks use the supplied modulus value even if it has already been found to be too large.  An application that calls DH_check() and supplies a key or parameters obtained from an untrusted source could be vulernable to a Denial of Service attack.  The function DH_check() is itself called by a number of other OpenSSL functions. An application calling any of those other functions may similarly be affected. The other functions affected by this are DH_check_ex() and EVP_PKEY_param_check().  Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications when using the '-check' option.  The OpenSSL SSL/TLS implementation is not affected by this issue. The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",|tykio/tyk-dashboard|
TEMP-0517018-A83CE6,sysvinit-utils,LOW,3.06-4,N/A,"No description",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2017-17479,libopenjp2-7,LOW,2.5.0-2+deb12u1,N/A,"In OpenJPEG 2.3.0\, a stack-based buffer overflow was discovered in the pgxtoimage function in jpwl/convert.c. The vulnerability causes an out-of-bounds write\, which may lead to remote denial of service or possibly remote code execution.",|tykio/midsommar|
CVE-2025-30204,github.com/golang-jwt/jwt/v4,HIGH,v4.5.0,4.5.2,"golang-jwt is a Go implementation of JSON Web Tokens. Starting in version 3.2.0 and prior to versions 5.2.2 and 4.5.2\, the function parse.ParseUnverified splits (via a call to strings.Split) its argument (which is untrusted data) on periods. As a result\, in the face of a malicious request whose Authorization header consists of Bearer  followed by many period characters\, a call to that function incurs allocations to the tune of O(n) bytes (where n stands for the length of the function's argument)\, with a constant factor of about 16. This issue is fixed in 5.2.2 and 4.5.2.",|tykio/midsommar|
CVE-2023-3817,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1n-0+deb10u6,"Issue summary: Checking excessively long DH keys or parameters may be very slow.  Impact summary: Applications that use the functions DH_check()\, DH_check_ex() or EVP_PKEY_param_check() to check a DH key or DH parameters may experience long delays. Where the key or parameters that are being checked have been obtained from an untrusted source this may lead to a Denial of Service.  The function DH_check() performs various checks on DH parameters. After fixing CVE-2023-3446 it was discovered that a large q parameter value can also trigger an overly long computation during some of these checks. A correct q value\, if present\, cannot be larger than the modulus p parameter\, thus it is unnecessary to perform these checks if q is larger than p.  An application that calls DH_check() and supplies a key or parameters obtained from an untrusted source could be vulnerable to a Denial of Service attack.  The function DH_check() is itself called by a number of other OpenSSL functions. An application calling any of those other functions may similarly be affected. The other functions affected by this are DH_check_ex() and EVP_PKEY_param_check().  Also vulnerable are the OpenSSL dhparam and pkeyparam command line applications when using the ""-check"" option.  The OpenSSL SSL/TLS implementation is not affected by this issue.  The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2015-3276,libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,N/A,"The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings\, which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors.",|tykio/tyk-dashboard|
CVE-2024-33599,libc-bin,HIGH,2.28-10,2.28-10+deb10u4,"nscd: Stack-based buffer overflow in netgroup cache  If the Name Service Cache Daemon's (nscd) fixed size cache is exhausted by client requests then a subsequent client request for netgroup data may result in a stack-based buffer overflow.  This flaw was introduced in glibc 2.15 when the cache was added to nscd.  This vulnerability is only present in the nscd binary.",|tykio/tyk-dashboard|
CVE-2024-8096,curl,MEDIUM,7.64.0-4+deb10u1,N/A,"When curl is told to use the Certificate Status Request TLS extension\, often referred to as OCSP stapling\, to verify that the server certificate is valid\, it might fail to detect some OCSP problems and instead wrongly consider the response as fine.  If the returned status reports another error than 'revoked' (like for example 'unauthorized') it is not treated as a bad certficate.",|tykio/tyk-dashboard|
CVE-2024-28085,bsdutils,MEDIUM,1:2.33.1-0.1,2.33.1-0.1+deb10u1,"wall in util-linux through 2.40\, often installed with setgid tty permissions\, allows escape sequences to be sent to other users' terminals through argv. (Specifically\, escape sequences received from stdin are blocked\, but escape sequences received from argv are not blocked.) There may be plausible scenarios where this leads to account takeover.",|tykio/tyk-dashboard|
CVE-2018-1000654,libtasn1-6,LOW,4.13-3,N/A,"GNU Libtasn1-4.13 libtasn1-4.13 version libtasn1-4.13\, libtasn1-4.12 contains a DoS\, specifically CPU usage will reach 100% when running asn1Paser against the POC due to an issue in _asn1_expand_object_id(p_tree)\, after a long time\, the program will be killed. This attack appears to be exploitable via parsing a crafted file.",|tykio/tyk-dashboard|
CVE-2024-4741,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,N/A,"Issue summary: Calling the OpenSSL API function SSL_free_buffers may cause memory to be accessed that was previously freed in some situations  Impact summary: A use after free can have a range of potential consequences such as the corruption of valid data\, crashes or execution of arbitrary code. However\, only applications that directly call the SSL_free_buffers function are affected by this issue. Applications that do not call this function are not vulnerable. Our investigations indicate that this function is rarely used by applications.  The SSL_free_buffers function is used to free the internal OpenSSL buffer used when processing an incoming record from the network. The call is only expected to succeed if the buffer is not currently in use. However\, two scenarios have been identified where the buffer is freed even when still in use.  The first scenario occurs where a record header has been received from the network and processed by OpenSSL\, but the full record body has not yet arrived. In this case calling SSL_free_buffers will succeed even though a record has only been partially processed and the buffer is still in use.  The second scenario occurs where a full record containing application data has been received and processed by OpenSSL but the application has only read part of this data. Again a call to SSL_free_buffers will succeed even though the buffer is still in use.  While these scenarios could occur accidentally during normal operation a malicious attacker could attempt to engineer a stituation where this occurs. We are not aware of this issue being actively exploited.  The FIPS modules in 3.3\, 3.2\, 3.1 and 3.0 are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2022-2097,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1n-0+deb10u4,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption\, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS\, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p).",|tykio/tyk-dashboard|
CVE-2019-15847,gcc-8-base,HIGH,8.3.0-6,N/A,"The POWER9 backend in GNU Compiler Collection (GCC) before version 10 could optimize multiple calls of the __builtin_darn intrinsic into a single call\, thus reducing the entropy of the random number generator. This occurred because a volatile operation was not specified. For example\, within a single execution of a program\, the output of every __builtin_darn() call may be the same.",|tykio/tyk-dashboard|
CVE-2023-5678,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,N/A,"Issue summary: Generating excessively long X9.42 DH keys or checking excessively long X9.42 DH keys or parameters may be very slow.  Impact summary: Applications that use the functions DH_generate_key() to generate an X9.42 DH key may experience long delays.  Likewise\, applications that use DH_check_pub_key()\, DH_check_pub_key_ex() or EVP_PKEY_public_check() to check an X9.42 DH key or X9.42 DH parameters may experience long delays. Where the key or parameters that are being checked have been obtained from an untrusted source this may lead to a Denial of Service.  While DH_check() performs all the necessary checks (as of CVE-2023-3817)\, DH_check_pub_key() doesn't make any of these checks\, and is therefore vulnerable for excessively large P and Q parameters.  Likewise\, while DH_generate_key() performs a check for an excessively large P\, it doesn't check for an excessively large Q.  An application that calls DH_generate_key() or DH_check_pub_key() and supplies a key or parameters obtained from an untrusted source could be vulnerable to a Denial of Service attack.  DH_generate_key() and DH_check_pub_key() are also called by a number of other OpenSSL functions.  An application calling any of those other functions may similarly be affected.  The other functions affected by this are DH_check_pub_key_ex()\, EVP_PKEY_public_check()\, and EVP_PKEY_generate().  Also vulnerable are the OpenSSL pkey command line application when using the ""-pubcheck"" option\, as well as the OpenSSL genpkey command line application.  The OpenSSL SSL/TLS implementation is not affected by this issue.  The OpenSSL 3.0 and 3.1 FIPS providers are not affected by this issue.",|tykio/tyk-dashboard|
CVE-2025-29070,liblcms2-2,LOW,2.14-2,N/A,"A heap buffer overflow vulnerability has been identified in thesmooth2() in cmsgamma.c in lcms2-2.16 which allows a remote attacker to cause a denial of service. NOTE: the Supplier disputes this because ""this is not exploitable as this function is never called on normal color management\, is there only as a helper for low-level programming and investigation.""",|tykio/midsommar|
CVE-2023-50868,libsystemd0,HIGH,241-7~deb10u5,N/A,"The Closest Encloser Proof aspect of the DNS protocol (in RFC 5155 when RFC 9276 guidance is skipped) allows remote attackers to cause a denial of service (CPU consumption for SHA-1 computations) via DNSSEC responses in a random subdomain attack\, aka the ""NSEC3"" issue. The RFC 5155 specification implies that an algorithm must perform thousands of iterations of a hash function in certain situations.",|tykio/tyk-dashboard|
CVE-2023-29491,libncursesw6,HIGH,6.1+20181013-2+deb10u2,6.1+20181013-2+deb10u5,"ncurses before 6.4 20230408\, when used by a setuid application\, allows local users to trigger security-relevant memory corruption via malformed data in a terminfo database file that is found in $HOME/.terminfo or reached via the TERMINFO or TERM environment variable.",|tykio/tyk-dashboard|
CVE-2023-2650,libssl1.1,MEDIUM,1.1.1d-0+deb10u4,1.1.1n-0+deb10u5,"Issue summary: Processing some specially crafted ASN.1 object identifiers or data containing them may be very slow.  Impact summary: Applications that use OBJ_obj2txt() directly\, or use any of the OpenSSL subsystems OCSP\, PKCS7/SMIME\, CMS\, CMP/CRMF or TS with no message size limit may experience notable to very long delays when processing those messages\, which may lead to a Denial of Service.  An OBJECT IDENTIFIER is composed of a series of numbers - sub-identifiers - most of which have no size limit.  OBJ_obj2txt() may be used to translate an ASN.1 OBJECT IDENTIFIER given in DER encoding form (using the OpenSSL type ASN1_OBJECT) to its canonical numeric text form\, which are the sub-identifiers of the OBJECT IDENTIFIER in decimal form\, separated by periods.  When one of the sub-identifiers in the OBJECT IDENTIFIER is very large (these are sizes that are seen as absurdly large\, taking up tens or hundreds of KiBs)\, the translation to a decimal number in text may take a very long time.  The time complexity is O(n^2) with 'n' being the size of the sub-identifiers in bytes (*).  With OpenSSL 3.0\, support to fetch cryptographic algorithms using names / identifiers in string form was introduced.  This includes using OBJECT IDENTIFIERs in canonical numeric text form as identifiers for fetching algorithms.  Such OBJECT IDENTIFIERs may be received through the ASN.1 structure AlgorithmIdentifier\, which is commonly used in multiple protocols to specify what cryptographic algorithm should be used to sign or verify\, encrypt or decrypt\, or digest passed data.  Applications that call OBJ_obj2txt() directly with untrusted data are affected\, with any version of OpenSSL.  If the use is for the mere purpose of display\, the severity is considered low.  In OpenSSL 3.0 and newer\, this affects the subsystems OCSP\, PKCS7/SMIME\, CMS\, CMP/CRMF or TS.  It also impacts anything that processes X.509 certificates\, including simple things like verifying its signature.  The impact on TLS is relatively low\, because all versions of OpenSSL have a 100KiB limit on the peer's certificate chain.  Additionally\, this only impacts clients\, or servers that have explicitly enabled client authentication.  In OpenSSL 1.1.1 and 1.0.2\, this only affects displaying diverse objects\, such as X.509 certificates.  This is assumed to not happen in such a way that it would cause a Denial of Service\, so these versions are considered not affected by this issue in such a way that it would be cause for concern\, and the severity is therefore considered low.",|tykio/tyk-dashboard|
CVE-2025-43903,libpoppler126,MEDIUM,22.12.0-2+b1,N/A,"NSSCryptoSignBackend.cc in Poppler before 25.04.0 does not verify the adbe.pkcs7.sha1 signatures on documents\, resulting in potential signature forgeries.",|tykio/midsommar|
CVE-2022-0563,bsdutils,LOW,1:2.38.1-5+deb12u3,N/A,"A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an ""INPUTRC"" environment variable to get a path to the library config file. When the library cannot parse the specified file\, it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files\, potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2020-27618,libc-bin,MEDIUM,2.28-10,2.28-10+deb10u2,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier\, when processing invalid multi-byte input sequences in IBM1364\, IBM1371\, IBM1388\, IBM1390\, and IBM1399 encodings\, fails to advance the input state\, which could lead to an infinite loop in applications\, resulting in a denial of service\, a different vulnerability from CVE-2016-10228.",|tykio/tyk-dashboard|
CVE-2023-6277,libtiff6,MEDIUM,4.5.0-6+deb12u2,N/A,"An out-of-memory flaw was found in libtiff. Passing a crafted tiff file to TIFFOpen() API may allow a remote attacker to cause a denial of service via a craft input with size smaller than 379 KB.",|tykio/midsommar|
CVE-2021-46848,libtasn1-6,CRITICAL,4.13-3,4.13-3+deb10u1,"GNU Libtasn1 before 4.19.0 has an ETYPE_OK off-by-one array size check that affects asn1_encode_simple_der.",|tykio/tyk-dashboard|
CVE-2022-24407,libsasl2-2,HIGH,2.1.27+dfsg-1+deb10u1,2.1.27+dfsg-1+deb10u2,"In Cyrus SASL 2.1.17 through 2.1.27 before 2.1.28\, plugins/sql.c does not escape the password for a SQL INSERT or UPDATE statement.",|tykio/tyk-dashboard|
CVE-2024-51744,github.com/golang-jwt/jwt/v4,LOW,v4.5.0,4.5.1,"golang-jwt is a Go implementation of JSON Web Tokens. Unclear documentation of the error behavior in `ParseWithClaims` can lead to situation where users are potentially not checking errors in the way they should be. Especially\, if a token is both expired and invalid\, the errors returned by `ParseWithClaims` return both error codes. If users only check for the `jwt.ErrTokenExpired ` using `error.Is`\, they will ignore the embedded `jwt.ErrTokenSignatureInvalid` and thus potentially accept invalid tokens. A fix has been back-ported with the error handling logic from the `v5` branch to the `v4` branch. In this logic\, the `ParseWithClaims` function will immediately return in ""dangerous"" situations (e.g.\, an invalid signature)\, limiting the combined errors only to situations where the signature is valid\, but further validation failed (e.g.\, if the signature is valid\, but is expired AND has the wrong audience). This fix is part of the 4.5.1 release. We are aware that this changes the behaviour of an established function and is not 100 % backwards compatible\, so updating to 4.5.1 might break your code. In case you cannot update to 4.5.0\, please make sure that you are properly checking for all errors (""dangerous"" ones first)\, so that you are not running in the case detailed above.",|tykio/midsommar|
CVE-2016-2781,coreutils,LOW,9.1-1,N/A,"chroot in GNU coreutils\, when used with --userspec\, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call\, which pushes characters to the terminal's input buffer.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2010-4756,libc-bin,LOW,2.36-9+deb12u10,N/A,"The glob implementation in the GNU C Library (aka glibc or libc6) allows remote authenticated users to cause a denial of service (CPU and memory consumption) via crafted glob expressions that do not match any pathnames\, as demonstrated by glob expressions in STAT commands to an FTP daemon\, a different vulnerability than CVE-2010-2632.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2017-17740,libldap-2.4-2,LOW,2.4.47+dfsg-3+deb10u4,N/A,"contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45\, when both the nops module and the memberof overlay are enabled\, attempts to free a buffer that was allocated on the stack\, which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation.",|tykio/tyk-dashboard|
CVE-2022-2509,libgnutls30,HIGH,3.6.7-4+deb10u5,3.6.7-4+deb10u9,"A vulnerability found in gnutls. This security flaw happens because of a double free error occurs during verification of pkcs7 signatures in gnutls_pkcs7_verify function.",|tykio/tyk-dashboard|
CVE-2017-17973,libtiff6,LOW,4.5.0-6+deb12u2,N/A,"In LibTIFF 4.0.8\, there is a heap-based use-after-free in the t2p_writeproc function in tiff2pdf.c. NOTE: there is a third-party report of inability to reproduce this issue",|tykio/midsommar|
CVE-2011-3389,libgnutls30,LOW,3.7.9-2+deb12u4,N/A,"The SSL protocol\, as used in certain configurations in Microsoft Windows and Microsoft Internet Explorer\, Mozilla Firefox\, Google Chrome\, Opera\, and other products\, encrypts data by using CBC mode with chained initialization vectors\, which allows man-in-the-middle attackers to obtain plaintext HTTP headers via a blockwise chosen-boundary attack (BCBA) on an HTTPS session\, in conjunction with JavaScript code that uses (1) the HTML5 WebSocket API\, (2) the Java URLConnection API\, or (3) the Silverlight WebClient API\, aka a ""BEAST"" attack.",|tykio/midsommar||tykio/tyk-dashboard|
CVE-2005-2541,tar,LOW,1.34+dfsg-1.2+deb12u1,N/A,"Tar 1.15.1 does not properly warn the user when extracting setuid or setgid files\, which may allow local users or remote attackers to gain privileges.",|tykio/midsommar||tykio/tyk-dashboard|
